week_name,ëçêî,ñkäCìπ,ê¬êXåß,ä‚éËåß,ã{èÈåß,èHìcåß,éRå`åß,ïüìáåß,àÔèÈåß,ì»ñÿåß,åQînåß,çÈã åß,êÁótåß,ìåãûìs,ê_ìﬁêÏåß,êVäÉåß,ïxéRåß,êŒêÏåß,ïüà‰åß,éRóúåß,í∑ñÏåß,äÚïååß,ê√â™åß,à§ímåß,éOèdåß,é†âÍåß,ãûìsï{,ëÂç„ï{,ï∫å…åß,ìﬁó«åß,òaâÃéRåß,íπéÊåß,ìáç™åß,â™éRåß,çLìáåß,éRå˚åß,ìøìáåß,çÅêÏåß,à§ïQåß,çÇímåß,ïüâ™åß,ç≤âÍåß,í∑çËåß,åFñ{åß,ëÂï™åß,ã{çËåß,é≠éôìáåß,â´ìÍåß
 2023-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 2023-19,2.63,4.36,3.27,3.11,3.18,3.06,3.19,3.15,2.72,2.64,2.41,3.03,3.08,2.4,2.32,4.3,4.17,4.9,1.87,4.22,3.65,3.46,2.09,3.46,2.17,1.82,2.1,1.8,1.68,2.47,1.35,2.69,1.58,1.5,2.31,1.52,1.65,3.06,1.44,1.27,2.41,1.69,1.93,2.08,2.4,2.07,1.63,6.07
 2023-20,3.55,5.44,2.75,5.75,4.5,4.23,4.14,4.17,4.46,3.07,2.87,4.42,3.97,3.54,3.3,6.11,4.13,6.38,2.49,5.68,4.4,4.74,2.38,4.51,2.43,2.07,2.96,2.37,2.61,3.24,1.78,3.24,1.47,2.1,2.26,2.21,1.62,3.17,2.61,1.7,3.1,2,3.96,2.3,2.78,2.31,2.64,10.8
 2023-21,3.64,5.81,3.07,5.97,5.1,4.21,3.28,3.57,3.83,3.26,2.23,4.29,5.25,3.96,3.42,4.27,2.79,5.58,3.05,5.78,4.19,3.8,2.8,4.82,2.72,1.77,2.6,2.78,2.36,3.29,2.69,2.86,1.47,2.69,2.38,2.43,3.03,1.6,2.41,1.8,3.12,3.08,4.26,2.41,2.31,3.31,3.48,10.35
 2023-22,4.56,6.71,3.43,6.44,5.31,3.65,4.95,3.21,5.01,3.55,3.07,5.77,6.66,5.29,4.38,4.8,3.35,6.98,3.1,6.1,4.98,5.3,3.6,5.35,4.65,2.47,3.51,3.34,2.89,4.51,2.78,4.24,2.29,2.67,3.07,3.28,3.22,2.81,2.95,2.45,4.25,4.74,4.19,3.54,2.97,3.02,5.36,15.8
 2023-23,5.12,6.47,3.47,4.87,5.1,2.62,4.26,3.96,4.97,3.5,3.68,6.51,6.49,5.99,5.03,5.49,4.21,6.58,3.95,5.68,4.64,5.49,3.77,6.28,5.65,3.12,4.13,4.37,3.28,4.64,3.73,4.28,2.76,3.01,3.92,4.4,4.43,3.7,3.72,3.48,5.82,5.49,4.46,5.43,3.4,4.14,7.37,18.41
 2023-24,5.61,5.71,3.18,4.75,4.89,2.81,4.14,3.82,5.89,3.42,3.77,7.02,7.58,5.85,5.89,4.82,4.9,6.29,3.85,6.44,4.13,5.84,5.56,7.22,6.24,3.78,4.67,4.63,3.76,5.4,4.45,4.62,2.95,3.45,4.36,3.93,3.76,3.47,3.89,3.73,5.96,6.28,5.14,6.38,4,5.88,9.6,28.74
 2023-25,6.14,5.23,4.22,5.59,4.68,3.1,3.72,5.16,6.48,3.96,3.85,7.18,7.77,6.23,6.05,4.14,4.02,5.85,3.72,6.61,4.75,7.45,5.81,8.03,6.32,4.3,4.92,5.21,4.82,5.58,5.18,4.76,3.42,3.68,4.71,4.55,4.57,4.47,4.13,5.09,5.76,7,5.29,8.75,4.14,7.22,11.71,39.48
 2023-26,7.25,6.03,4.48,6.27,6.05,3.35,3.98,6.21,7.52,5.43,4.45,7.25,9.89,6.85,6.3,4.98,3.71,6.94,4.23,8.05,5.91,8.46,6.58,9.16,7.25,5.76,6.02,5.93,5.84,7.89,7.33,6.38,4.08,5.1,6.88,5.88,5.46,6.81,6.11,5.43,7.22,9.44,6.93,9.58,6.28,9.66,13.48,48.39
 2023-27,9.15,6.73,4.35,6.73,7.87,4.87,5.53,6.62,7.9,6.03,5.23,8.87,11,7.58,7.37,6.88,4.58,9.23,5.15,8.71,7.57,10.95,8.12,11.46,11.81,9.05,8.32,7.91,8.36,10.53,10.2,11.97,6.79,7.36,9.46,8.75,7.92,9.87,11,9.2,10.91,15.33,11.5,11.99,11.76,16,17.18,41.67
 2023-28,11.07,8.61,4.05,6.98,10.12,4.35,5.37,8.37,10.37,6.68,7.08,9.52,13.2,8.21,8.17,7.88,6.04,13.08,6.9,10.54,8.19,13.87,10.77,14.73,15.53,11.83,10.69,10.57,10.74,10.89,14.43,12.69,8.74,9.29,11.12,11.12,10.89,14.66,15.7,13.73,12.94,23.05,17.04,15.93,16.47,20.79,19.46,31.83
 2023-29,13.91,8.92,5.83,10.79,14.95,6.23,7.44,11.96,14.19,9.79,8.59,11.98,15.36,9.35,9.46,12.98,7.83,19.08,10.79,14.1,9.66,20.72,14.19,19.68,16.83,15.28,14.06,13.6,12.57,14.71,17.39,19.97,10.68,12.64,13.82,14.99,16.51,14.4,20,19.2,18.72,27.44,22.94,22.05,21.12,24.47,21.42,22.43
 2023-30,15.91,8.83,8.23,13.26,18.41,7.06,10.79,13.63,16.7,12.33,10.03,13.33,18.36,11.09,12.04,18.51,11.63,24.13,10.08,14.22,12.2,17.9,16.92,20.82,18.44,14.9,16.48,14.75,14.04,16.89,17.43,25.52,14.92,15.43,15.92,18.76,18.3,17.6,21.11,20.45,21.79,31.79,30.29,24.66,24.33,27.21,23.54,17.59
 2023-31,15.82,10.16,13.62,15.79,18.87,8.08,12.42,14.2,17.38,12.67,9.97,14.7,17.91,11.54,11.61,18.71,11.9,24.1,10.38,12.41,12.98,17.9,17.42,19.87,17.56,15.23,16.17,13.73,14.24,17.31,16.53,21.97,15.71,14.27,14.77,21.18,16.84,16.7,19.67,18.55,21.14,34.69,28.46,22.41,24.86,25.84,20.76,10.54
 2023-32,14.41,11.25,16.52,16.95,17.84,11.75,11.49,14.32,17.66,11.67,10.05,15.6,17.25,10.19,11.29,15.84,12.17,21.06,10.44,12.17,13.29,19.61,15.81,21.22,16.2,14,13.25,11.33,11.84,15.95,16.77,20.76,15.29,13.74,11.94,15.05,14.76,17.85,15.15,15.61,17.57,24.59,19.99,16.83,20.48,17.67,13.12,6.72
 2023-33,17.84,19.68,25.93,30.42,20.64,28.48,16.19,25.27,27.42,16.99,13.84,19.77,22.38,10.98,15.16,21.07,13.1,26.69,12.51,19.59,19.67,31.03,20.51,25.69,18.06,18,15.1,11.89,12.7,18.6,17.8,22.62,19.08,15.87,14.29,13.76,19.73,19.83,16.67,21.25,14.66,24.36,18.23,16.6,19.57,17.22,10.89,7.65
 2023-34,19.05,19.08,31.3,31.71,29.54,26.73,20.53,25.87,26.8,23.39,19.02,22.74,25.68,14.53,17.9,21.84,16.52,25.48,13.72,23.85,21.22,22.79,25.27,23.86,20.27,15.97,14.04,12.4,13.09,19.27,14.67,21.31,15.26,14.3,14.58,17.92,22.35,16.13,16.97,19.86,15.14,21.05,19.79,15.54,17.34,17.02,13.48,8.5
 2023-35,20.49,20.25,27.48,35.24,32.54,30.61,24.74,27.62,27.74,24.63,21.17,25.73,28.68,16.98,20.27,22.65,17.27,25.54,12.67,24.02,24.1,22.33,26.65,24.7,20.77,15.33,16.53,14.4,14.19,19.38,16.96,18.83,15.55,15.3,14.62,18.97,21.81,15.09,17.57,18.41,15.42,19.79,17.97,17.73,18.03,19.1,14.69,11.8
 2023-36,20.2,18.06,20.85,29.87,32.47,23.88,19.91,24.13,25.43,25.51,19.62,26.95,27.48,16.36,21.42,23.53,22.13,25.65,16.23,20.24,21.74,24.24,23.83,23.84,18.55,16.03,17.49,14.66,15.27,18.91,14.96,17.24,18.92,17.45,15.02,17.05,19.78,13.09,19.3,19.05,16.61,20.87,18.24,18.6,20.91,21.03,15.19,12.26
 2023-37,17.59,14.86,16.12,21.44,22.77,17.63,15.58,18.28,20.73,20.86,16.97,24.88,24.12,16.04,19.21,20.08,21,17.81,14.18,19.34,18.99,19.03,18.99,22.74,17.3,13.69,17.27,13.59,14.03,17.51,13.1,15.48,13.68,16.14,13.66,16.24,17.05,13.09,16.41,14.89,14.04,15.87,14.61,15.63,16.88,16.78,15.06,11.67
 2023-38,11,10.28,10,12.02,11.53,9.02,7.3,11.2,14.53,11.63,9.4,12.62,14.43,8.89,9.77,9.45,11.67,11.81,8.23,10.17,10.39,15.24,12.24,16.61,10.32,9.83,10.56,8.79,9.77,11.09,9.53,9.31,9.63,11.58,9.58,10.51,9,7.83,10.54,11.66,10.86,11.54,12.29,12.74,12.52,11.16,12.58,11.56
 2023-39,8.83,10.43,7.02,9.43,8.41,6.52,6.58,9.13,10.73,8.96,7.62,9.76,10.61,7.08,8.28,8.86,9.83,9.71,5.44,9.12,9.24,10.26,9.65,12.4,7.85,7.45,8.6,7.02,8.33,9.4,8.47,6.55,5.26,8.11,7.79,9.12,8.27,7.19,8.33,9.91,8.48,8.92,9.46,11.3,10.43,9.4,10.23,9.57
 2023-40,5.21,8.2,4.6,6.52,4.33,3.58,4.02,5.13,6.84,5.67,5.07,5.28,6.17,3.62,4.22,4.76,5.67,7.42,3.59,6.56,6.17,6.52,5.29,7.11,4.96,4.17,5.42,3.97,5.31,5.38,4.84,4.69,4.42,4.89,4.73,5.13,4.62,4.79,4.74,5.2,4.69,4.59,4.73,6.36,4.84,5.31,5.22,7.52
 2023-41,3.76,6.6,2.92,4.48,3.14,3.29,3,5.11,4.53,3.47,4.13,3.85,3.75,2.33,2.92,3.38,4.38,5.58,2.97,5.05,5.38,6.13,4.24,5.12,3.08,3.78,3.94,2.79,3.76,4.65,3.55,4.1,2.74,3.26,3.64,3.46,2.89,4.85,3.93,3.8,2.84,3.74,3.3,3.31,3.48,3.07,2.89,5.54
 2023-42,3.24,6.79,2.72,3.95,3.56,3.44,2.44,4.93,3.94,3.78,4.37,3.35,3.11,1.97,2.16,3.7,4,4.38,2.31,4.63,5.17,4.05,3.44,4.1,2.31,2.85,3.22,2.53,3.31,2.76,4.24,2.86,1.87,3.04,2.71,3.16,2.49,3.85,3.59,2.61,2.29,3.08,2.44,2.65,2.29,2.41,2.55,3.7
 2023-43,2.85,7.08,2.38,3.86,3.07,3.13,2.42,4.16,2.87,3.08,4.03,2.79,2.35,1.84,1.66,2.69,3.33,4.38,2.1,4.56,6.39,3.66,2.73,3.77,1.68,2.1,2.25,1.83,2.4,2.55,2.43,3.41,1.55,2.49,2.84,3.57,3.32,2.81,3.97,2.64,1.85,3.26,1.99,3.25,1.91,3.02,2.1,2.54
 2023-44,2.44,6.51,2.6,3.14,2.51,3.06,2.21,3.33,2.58,2.86,2.97,2.31,2.04,1.46,1.45,2.09,2.21,3.23,1.26,4.78,5.84,4.28,2.14,3.51,1.63,2.1,1.94,1.54,1.96,1.73,2.29,2.69,1.63,2.4,2.52,2.78,2.35,2.62,2.46,1.86,1.59,2.72,1.36,2.44,1.43,1.74,2.01,2.13
 2023-45,2.01,5.87,2.78,2.62,1.89,2.25,2.12,2.15,2.12,2.46,2.33,1.64,1.6,1.2,1.15,2.3,2.08,2.31,1.33,3.39,5,3.01,1.6,2.79,1.18,2.22,1.73,1.37,1.72,1.76,1.49,1.86,1.5,1.62,1.67,1.85,2.03,2.06,1.69,1.73,1.44,1.95,1.03,1.89,1.69,2.22,1.75,1.83
 2023-46,1.95,5.98,2.47,2.1,1.65,3.12,2.58,2.34,1.89,2.33,2.22,1.64,1.76,1.17,1.23,2.16,2.71,2.42,1.59,2.76,4.97,2.77,1.6,2.37,1.14,1.57,1.61,1.41,1.61,1.91,1.51,1.66,1.03,1.55,1.72,2.16,1.73,2.34,2.05,1.2,1.3,1.62,1.64,1.65,1.16,1.26,1.35,1.44
 2023-47,2.32,6.61,1.77,2.78,1.71,2.46,2.77,3.15,2.71,2.3,2.3,2.31,2.04,1.51,1.36,3.09,2.65,2.98,1.54,3.95,5.82,3.02,2.06,2.77,1.35,2.37,2.05,1.61,2.01,1.93,1.88,2.07,1.53,1.94,2.65,2.6,1.7,2.36,2.33,2.05,1.78,1.77,1.39,1.55,1.67,1.62,2.22,1.35
 2023-48,2.75,6.82,2.57,3.38,1.78,2.25,2.93,4.04,3.04,2.84,3.09,2.92,2.3,1.89,1.6,4.33,2.98,3.17,1.74,6.39,5.78,3.37,2.79,3.45,2.41,2.35,2.58,1.82,2.25,3.58,2.78,2.79,1.53,2.17,2.71,2.84,1.78,2.74,3.1,1.82,2.05,1.95,1.67,2.23,2.84,2.41,2.74,1.35
 2023-49,3.52,7.82,3.5,3.54,2.98,2.83,4.14,4.45,4.65,3.92,3.78,3.83,2.97,2.31,2,4.69,3.92,3.67,2.05,7.76,6.64,5,3.64,4.8,3.85,3.08,3.01,2.27,3.03,4.09,2.96,3.45,2.76,3.01,2.77,3.79,2.59,3.77,4.57,3.2,2.74,2.03,2.77,3.14,4.02,2.93,3.69,1.89
 2023-50,4.15,9.31,4.08,3.26,3.65,3.29,3.51,4.44,5.58,4.64,4.37,4.2,4.18,2.58,2.49,5.4,5.42,4.52,3.69,9.63,8.49,5.97,4.05,6.09,4.3,4.15,3.61,2.5,3.49,3.96,4.43,4.03,2.61,3.95,3.15,5.16,3.11,5.51,5.69,2.93,3.16,2.85,3.07,3.94,4.24,3.72,3.4,2.07
 2023-51,4.56,10.69,3.78,3.84,3.68,3.75,3.6,5.18,6.38,5.11,4.33,4.61,4.73,3.13,2.86,5.79,5.63,4.73,2.9,9.73,8.55,5.76,4.29,7.06,4.92,3.58,3.58,2.93,3.71,4.2,3.51,3.79,2.84,3.82,3.19,5.55,5.86,4.85,5.8,2.93,3.73,4.03,2.77,5.71,6.43,3.83,3.35,2.04
 2023-52,5.79,12.28,5.75,6.27,3.85,4.71,4.86,7.18,8.76,5.45,5.52,5.92,5.48,3.39,3.11,6.16,6.54,5.42,4.33,9.1,10.65,9.15,5.45,9.19,5.79,5.08,5.51,3.38,4.38,4.07,4.55,7,3.87,5.44,5.94,7.37,6.49,6.98,5.67,5.61,5.32,5.67,4.83,8.09,9.1,5.03,4.48,3.02
 2024-01,6.98,10.58,5.98,7.89,5.43,7.14,4.49,11.29,12.27,6.32,6.18,6.51,7.5,3.37,3.3,5.62,6.56,8.43,3.26,8.07,12.61,15.23,7.78,12.4,6.81,7,6.08,4.76,4.87,5.36,6.02,8.97,5.74,7.42,6.04,5.66,9.35,8.11,6.34,7.45,7.65,8.46,7.54,10.84,11.02,7.45,5.66,4.78
 2024-02,8.96,10.53,5.46,10.34,7.91,6.25,6.79,12.1,14.09,10.39,8.72,9.26,11.41,5.65,6.05,6.65,7.9,10.48,4.31,12.85,14.05,14.29,11.35,14.17,9.92,7.6,7.93,6.19,6.58,8.22,8.1,8.24,6.13,8.67,8.21,8.61,11.81,8.51,10.23,10.98,8.23,13.82,10.9,12.86,12.02,11.14,7.1,6.5
 2024-03,12.22,10.77,6.37,10.93,12.81,7.78,10.84,18.99,18.33,16.64,14.88,14.39,16.03,8.33,9.59,10.08,11.85,14.33,7.69,14.78,15.82,16.15,15.31,17.33,15.76,9.1,9.57,7.98,9.2,10.6,12.33,12.28,9.13,11.37,11.42,13.76,15.22,13.64,13.97,13.95,10.45,17.05,12.97,16.08,17.16,16.07,12.91,7.8
 2024-04,14.93,13.74,8.27,16.82,18.78,9.45,15.05,23.94,21.15,21.01,20.66,19.12,20.88,11.27,13.55,14.84,16.71,20.91,11.36,17.98,21.01,16.3,19.14,21.24,16.6,10.32,10.83,8.91,10.56,12.25,13.47,11.1,8.53,11.96,14.14,16.39,16.32,16.62,17.44,13.59,11.5,15.54,12.01,17.16,18.83,16.79,11.44,7.33
 2024-05,16.15,15.4,10.75,16.15,19.21,10.84,15.84,24.49,22.46,20.49,21.74,18.29,21.74,11.38,14.66,18.92,16.1,24.52,12.9,18.12,22.13,17.68,21.49,22.55,18.74,11.33,12.31,9.36,10.99,13.91,16.31,12.07,11.58,13.45,17.36,15.81,15.22,17.64,21.33,15.39,13.96,19.69,14.8,19.23,19.22,17.9,16.13,8.94
 2024-06,13.75,14.95,10.78,18.07,19.02,11.1,15.67,19.18,19.7,17.61,19.89,14.87,16.51,9.37,11.01,18.48,14.44,21.91,14.13,16,17.47,17,17.66,20.06,16.04,11.12,10.56,7.82,9.14,14.25,12.78,14.34,10.05,11.9,15.77,12.81,14.57,13.47,18.13,10.55,11.66,14.62,12.24,13.98,16.48,13.55,10.87,6.39
